,LATITUDE,LONGITUDE,CITY,LOCALE,TUITIONFEE_IN,TUITIONFEE_OUT,CONTROL,INSTURL,C150_4,RET_FT4,ADM_RATE,GRAD_DEBT_MDN,pct10_earn_wne_p6,pct25_earn_wne_p6,pct75_earn_wne_p6,pct90_earn_wne_p6,RPY_1YR_RT,RPY_3YR_RT,RPY_5YR_RT,RPY_7YR_RT
Alvareitas College of Cosmetology-Godfrey,38.9277,-90.1913,Godfrey,23,NULL,NULL,3,www.alvareita.com,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.811320755,0.620689655,0.632653061,0.765957447
American Academy of Art,41.8778,-87.6244,Chicago,11,29020,29020,3,www.aaart.edu,0.4242,0.8148,0.93,27000,4200,10700,29400,39600,0.703539823,0.694560669,0.651785714,0.735042735
School of the Art Institute of Chicago,41.8796,-87.6214,Chicago,11,40585,40585,2,www.saic.edu,0.5404,0.8188,0.7184,25000,5600,13400,38000,50600,0.825355757,0.796044499,0.818955043,0.841269841
Augustana College,41.5003,-90.5524,Rock Island,13,35835,35835,2,www.augustana.edu,0.784,0.8506,0.5867,27000,12200,23400,47300,58800,0.932926829,0.937639198,0.921237693,0.954056696
Aurora University,41.7545,-88.3495,Aurora,21,20720,20720,2,www.aurora.edu,0.576,0.7345,0.7595,22500,11000,21600,48500,61300,0.829787234,0.838095238,0.838220425,0.850277264
Concept College of Cosmetology,40.1131,-88.2442,Urbana,13,NULL,NULL,3,conceptcollege.com,NULL,NULL,NULL,9666.5,1700,7000,23300,33700,0.319672131,0.291338583,0.490909091,0.586666667
Southwestern Illinois College,38.5164,-89.9245,Belleville,21,3024,12516,1,www.swic.edu,NULL,NULL,NULL,7376.5,4100,10900,32700,46600,0.526112186,0.538358608,0.565710474,0.561175666
Bethany Theological Seminary,39.8265,-84.9099,Richmond,32,NULL,NULL,2,www.bethanyseminary.edu,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL
Black Hawk College,41.476,-90.4495,Moline,13,3450,6720,1,www.bhc.edu,NULL,NULL,NULL,6375,4500,13000,35300,50300,0.702668361,0.725090036,0.635080645,0.602725367
Blackburn College,39.2883,-89.8722,Carlinville,32,18506,18506,2,www.blackburn.edu,0.4514,0.7333,0.6799,24567.5,10100,17400,38700,50200,0.787634409,0.814249364,0.76119403,0.803234501
Blessing Rieman College of Nursing,39.9359,-91.3985,Quincy,33,NULL,NULL,2,www.brcn.edu,0.55,NULL,NULL,15995,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Blessing Hospital School of Radiologic Technology,39.9358,-91.3986,Quincy,33,NULL,NULL,2,www.blessinghealthsystem.org,NULL,NULL,NULL,15995,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Bradley University,40.6976,-89.6146,Peoria,12,29664,29664,2,www.bradley.edu,0.7563,0.8808,0.6694,27000,13800,25400,55400,71500,0.918013166,0.931330472,0.929537768,0.945251938
Paul Mitchell the School-Bradley,41.148,-87.855,Bourbonnais,23,NULL,NULL,3,www.bradley.paulmitchell.edu,NULL,NULL,NULL,11274.5,4300,9700,30000,39300,0.775862069,0.602040816,0.666666667,0.702564103
Cameo Beauty Academy,41.7163,-87.7409,Oak Lawn,21,NULL,NULL,3,www.cameobeautyacademy.com,NULL,NULL,NULL,11600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.629370629,0.373333333,0.520661157,0.718446602
Cannella School of Hair Design-Villa Park,41.9017,-87.9397,Villa Park,21,NULL,NULL,3,Cannellabeautyschools.com,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL
Cannella School of Hair Design-Chicago,41.7314,-87.5513,Chicago,11,NULL,NULL,3,cannellabeautyschools.com,NULL,NULL,NULL,3500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.441176471,0.394366197,0.348837209,PrivacySuppressed
Cannella School of Hair Design-Chicago,41.8157,-87.7012,Chicago,11,NULL,NULL,3,cannellabeautyschools.com,NULL,NULL,NULL,NULL,4100,8900,20700,28100,NULL,NULL,NULL,NULL
Cannella School of Hair Design-Elgin,42.0364,-88.2868,Elgin,12,NULL,NULL,3,cannellabeautyschools.com,NULL,NULL,NULL,3500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.772727273,0.652173913,PrivacySuppressed,PrivacySuppressed
Capri Beauty College,41.779,-87.6906,Chicago,11,NULL,NULL,3,capri.edu,NULL,NULL,NULL,12500,7000,10200,25200,37000,0.31372549,0.215189873,0.191358025,0.423076923
Empire Beauty School-Hanover Park,41.9701,-88.1145,Hanover Park,21,NULL,NULL,3,www.empire.edu,NULL,NULL,NULL,9083,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.6125,0.454248366,0.480769231,0.540880503
Capri Beauty College,41.6039,-87.7716,Oak Forest,21,NULL,NULL,3,capri.edu,NULL,NULL,NULL,10000,6900,12000,30300,42200,0.787564767,0.715686275,0.771276596,0.779735683
Carl Sandburg College,40.9813,-90.4082,Galesburg,41,3970,6602,1,www.sandburg.edu,NULL,NULL,NULL,4500,5200,13200,36600,49700,0.717041801,0.70694864,0.75942029,0.7725
Catholic Theological Union at Chicago,41.7981,-87.5858,Chicago,11,NULL,NULL,2,www.ctu.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,NULL,NULL
La James International College-East Moline,41.4903,-90.452,East Moline,21,NULL,NULL,3,www.lajamesinternational.com,NULL,NULL,NULL,14807.5,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.66,0.509803922,0.675675676,0.538461538
Midwestern University-Downers Grove,41.8284,-88.001,Downers Grove,21,NULL,NULL,2,www.midwestern.edu,NULL,NULL,NULL,PrivacySuppressed,39700,63600,123000,180900,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
The Chicago School of Professional Psychology at Chicago,41.8879,-87.6339,Chicago,11,NULL,NULL,2,www.thechicagoschool.edu,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Chicago State University,41.7188,-87.6103,Chicago,11,9032,15424,1,www.csu.edu,0.207,0.5361,0.2865,27499,6000,13400,41300,59800,0.408715596,0.489711934,0.523200758,0.653582839
Chicago Theological Seminary,41.7895,-87.5975,Chicago,11,NULL,NULL,2,www.ctschicago.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL
University of Chicago,41.7892,-87.6012,Chicago,11,47514,47514,2,WWW.UCHICAGO.EDU,0.9268,0.9934,0.0881,18625,11900,27700,79900,160400,0.946875,0.950404858,0.96281407,0.95256167
City Colleges of Chicago-Kennedy-King College,41.7803,-87.6434,Chicago,11,3070,7498,1,www.ccc.edu/colleges/kennedy/pages/default.aspx,NULL,NULL,NULL,6000,3800,10400,32400,50600,0.503424658,0.488841658,0.542553191,0.598445596
City Colleges of Chicago-Malcolm X College,41.8769,-87.6741,Chicago,11,3070,7498,1,www.ccc.edu/colleges/malcolm-x/pages/default.aspx,NULL,NULL,NULL,6728,4400,11300,32400,47400,0.653465347,0.669902913,0.586956522,PrivacySuppressed
City Colleges of Chicago-Olive-Harvey College,41.71,-87.5892,Chicago,11,3070,7498,1,ccc.edu/colleges/olive-harvey/pages/default.aspx,NULL,NULL,NULL,10500,4600,10400,30000,47200,PrivacySuppressed,PrivacySuppressed,NULL,NULL
City Colleges of Chicago-Harry S Truman College,41.9645,-87.6591,Chicago,11,3070,7498,1,ccc.edu/colleges/truman/pages/default.aspx,NULL,NULL,NULL,9500,4200,10200,33600,51500,PrivacySuppressed,0,NULL,NULL
City Colleges of Chicago-Richard J Daley College,41.756,-87.724,Chicago,11,3070,7498,1,ccc.edu/colleges/daley/pages/default.aspx,NULL,NULL,NULL,6500,5300,12100,34800,52700,0.679245283,0.661290323,0.65942029,0.730769231
City Colleges of Chicago-Harold Washington College,41.8861,-87.6266,Chicago,11,3070,7498,1,www.ccc.edu/colleges/washington/Pages/default.aspx,NULL,NULL,NULL,6250,3200,9800,31200,44200,0.325892857,0.438735178,0.417721519,0.482758621
City Colleges of Chicago-Wilbur Wright College,41.9588,-87.7879,Chicago,11,3070,7498,1,ccc.edu/colleges/wright/pages/default.aspx,NULL,NULL,NULL,4500,6000,14000,38100,54400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Columbia College-Chicago,41.8736,-87.6246,Chicago,11,22792,22792,2,www.colum.edu,0.4058,0.6655,0.9053,26000,5900,13800,37900,51200,0.694334651,0.707189997,0.731031631,0.769107184
Concordia University-Chicago,41.8986,-87.81,River Forest,21,27598,27598,2,www.cuchicago.edu,0.5348,0.673,0.5441,25000,7900,18000,40700,53800,0.811352254,0.819905213,0.813207547,0.826007326
Le Cordon Bleu College of Culinary Arts-Chicago,41.8983,-87.6374,Chicago,11,12910,12910,3,www.chefs.edu/chicago,NULL,NULL,NULL,15042,7200,15800,38300,51400,0.537668517,0.506503443,0.465517241,0.641958042
Coyne College,41.8878,-87.649,Chicago,11,NULL,NULL,3,www.coynecollege.edu,NULL,NULL,NULL,9500,5600,15000,43900,59800,0.415363698,0.395597065,0.420746888,0.522051282
Danville Area Community College,40.1285,-87.5863,Danville,13,3825,6285,1,www.dacc.edu,NULL,NULL,NULL,5962,4400,13000,34900,47400,0.649667406,0.633684211,0.611538462,0.612334802
Concept College of Cosmetology,40.076,-87.6347,Danville,23,NULL,NULL,3,conceptcollege.com,NULL,NULL,NULL,9666.5,1700,7000,23300,33700,0.319672131,0.291338583,0.490909091,0.586666667
DePaul University,41.9233,-87.6541,Chicago,11,33990,33990,2,www.depaul.edu,0.7047,0.8536,0.5987,24165.5,10000,22500,54300,70300,0.80203143,0.834238654,0.844848986,0.86911682
Cosmetology & Spa Academy,42.2492,-88.2941,Crystal Lake,21,NULL,NULL,3,www.cosmetologyandspaacademy.com,NULL,NULL,NULL,8737,5400,11700,28200,36000,0.748858447,0.547826087,0.629268293,0.823129252
College of DuPage,41.8416,-88.0716,Glen Ellyn,21,4480,12704,1,www.cod.edu,NULL,NULL,NULL,10500,6200,14900,42500,58100,0.629731861,0.650598043,0.652973898,0.700485223
East-West University,41.8713,-87.6248,Chicago,11,18795,18795,2,www.eastwest.edu,0.3169,0.2979,NULL,24777,4000,10300,30900,41000,0.286452947,0.272902604,0.302131603,0.415
Eastern Illinois University,39.483,-88.1755,Charleston,33,11144,28124,1,www.eiu.edu,0.6033,0.7707,0.6191,23767,11300,20600,41800,53700,0.832167832,0.855442599,0.876746786,0.91299529
Elgin Community College,42.0181,-88.3219,Elgin,12,2626,11554,1,www.elgin.edu,NULL,NULL,NULL,8003,5100,13300,41300,55800,0.618226601,0.639057751,0.671834625,0.707848837
Elmhurst College,41.8992,-87.9461,Elmhurst,21,32920,32920,2,public.elmhurst.edu,0.7402,0.7821,0.718,23250,10900,21600,49400,67400,0.889344262,0.914155251,0.918429003,0.931771894
Eureka College,40.713,-89.269,Eureka,31,20060,20060,2,www.eureka.edu,0.6066,0.641,0.6781,25500,10500,18600,40500,56800,0.893401015,0.877314815,0.838150289,0.891737892
First Institute Inc,42.2129,-88.3379,Crystal Lake,21,NULL,NULL,3,www.FIRSTINSTITUTE.edu,NULL,NULL,NULL,8560,3500,16100,32600,46100,0.747933884,0.596899225,0.843137255,0.754716981
Fox College,41.7235,-87.727,Bedford Park,21,15180,15180,3,www.foxcollege.edu,NULL,NULL,0.6687,13625,7000,13700,38000,45200,0.869897959,0.888613861,0.816479401,0.809885932
Garrett-Evangelical Theological Seminary,42.0533,-87.6767,Evanston,13,NULL,NULL,2,www.garrett.edu,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
Gem City College,39.9266,-91.4045,Quincy,33,NULL,NULL,3,www.gemcitycollege.com,NULL,NULL,NULL,9292,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.677966102,0.472727273,0.590909091,0.609375
Governors State University,41.4486,-87.717,University Park,41,NULL,NULL,1,www.govst.edu,NULL,NULL,NULL,17000,7200,20000,51000,71100,0.710526316,0.764,0.788343558,0.827173913
Graham Hospital School of Nursing,40.5533,-90.0385,Canton,32,NULL,NULL,2,grahamschoolofnursing.org,NULL,NULL,0,23500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.642857143
Greenville College,38.8948,-89.4092,Greenville,32,23612,23612,2,www.greenville.edu,0.5049,0.729,0.657,24550,6800,15600,37600,52500,0.855297158,0.879330944,0.87972973,0.914004914
Hair Professionals Academy of Cosmetology,42.094,-88.2891,West Dundee,21,NULL,NULL,3,www.gbeautyinstitutes.com,NULL,NULL,NULL,6333,3800,11000,32900,43600,0.625,0.565217391,0.565,0.741496599
Hair Professionals Career College,41.962,-88.7167,Sycamore,23,NULL,NULL,3,www.hairpros.edu,NULL,NULL,NULL,13833,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.795454545,0.63,0.763636364,0.765432099
Hair Professionals School of Cosmetology,41.6825,-88.3655,Oswego,21,NULL,NULL,3,www.hairpros.edu,NULL,NULL,NULL,13833,4100,9300,25000,35600,0.752475248,0.625,0.68907563,0.725
Harrington College of Design,41.8772,-87.6247,Chicago,11,19305,19305,3,www.harrington.edu,0.2935,0.3333,NULL,37218,6800,15100,41700,58700,0.68342246,0.675757576,0.705663881,0.797619048
Hebrew Theological College,42.0111,-87.7611,Skokie,13,18605,18605,2,www.htc.edu/,0.0484,0.2182,0.9299,PrivacySuppressed,2600,9600,27700,42400,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Highland Community College,42.2833,-89.6736,Freeport,32,3159,5031,1,www.highland.edu,NULL,NULL,NULL,8991.5,5300,11700,33500,46200,0.586486486,0.543424318,0.570996979,0.533546326
Rosalind Franklin University of Medicine and Science,42.3001,-87.8596,North Chicago,21,NULL,NULL,2,www.rosalindfranklin.edu/,NULL,NULL,NULL,NULL,39600,55100,98700,116600,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
University of Illinois at Chicago,41.8727,-87.6511,Chicago,11,13410,25800,1,www.uic.edu/index.html/,0.5669,0.7978,0.714,18532.5,10500,21900,54300,72300,0.832857143,0.867814855,0.899484536,0.915568461
Benedictine University,41.7764,-88.0959,Lisle,21,25516,25516,2,www.ben.edu,0.5247,0.7322,0.695,21500,7900,21600,52300,74700,0.805391744,0.813323005,0.848893167,0.8647343
Illinois College of Optometry,41.8354,-87.623,Chicago,11,NULL,NULL,2,WWW.ICO.EDU,NULL,NULL,NULL,4500,53000,72500,109600,122600,NULL,NULL,NULL,NULL
University of Illinois at Urbana-Champaign,40.1089,-88.2303,Champaign,13,14750,29132,1,www.illinois.edu/,0.838,0.9306,0.6239,20950,13900,26800,62300,80100,0.913349321,0.934826884,0.940796903,0.962820513
Illinois Wesleyan University,40.4915,-88.9906,Bloomington,13,39316,39316,2,www.iwu.edu,0.7807,0.8755,0.5838,27000,16700,27500,56000,69400,0.940609952,0.944444444,0.951724138,0.964328181
Illinois Central College,40.7062,-89.5254,East Peoria,21,3450,8550,1,www.icc.edu,NULL,NULL,NULL,6827.5,4600,12800,38000,51300,0.532577904,0.539355322,0.570165746,0.61521418
Illinois College,39.7308,-90.2463,Jacksonville,32,27800,27800,2,www.ic.edu,0.6357,0.8134,0.6129,27000,11000,21000,39600,51200,0.908675799,0.901287554,0.926829268,0.907637655
Olney Central College,38.7339,-88.0958,Olney,33,2954,10811,1,www.iecc.edu/occ,NULL,NULL,NULL,5250,4000,10600,33300,48000,0.725663717,0.722943723,0.693467337,0.685185185
Illinois Institute of Technology,41.8338,-87.6283,Chicago,11,40117,40117,2,www.iit.edu,0.625,0.8596,0.5697,26981.5,13500,30100,69700,93100,0.915555556,0.919444444,0.925159236,0.931402439
Argosy University-Chicago,41.886,-87.6238,Chicago,11,13663,13663,3,www.argosy.edu/chicago,0,0.3636,NULL,14323,7900,21700,48800,65300,0.345430979,0.370393247,0.661456348,0.842775302
Illinois State University,40.5097,-88.9923,Normal,22,13010,20450,1,illinoisstate.edu/,0.7162,0.816,0.6892,22500,12800,23800,47500,61700,0.903033586,0.920314806,0.923841647,0.94609815
Illinois Valley Community College,41.3065,-89.102,Oglesby,41,3242,9767,1,www.ivcc.edu,NULL,NULL,NULL,10000,5100,13000,37100,52300,0.667346939,0.668582375,0.717724289,0.702647658
Institute for Clinical Social Work,41.8763,-87.6276,Chicago,11,NULL,NULL,2,www.icsw.edu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
International Academy of Design and Technology-Chicago,41.882,-87.6276,Chicago,11,14400,14400,3,www.iadtchicago.edu,0.1682,0.3913,NULL,42103,3600,10400,33900,47400,0.374151309,0.366061163,0.397110849,0.517006803
John A Logan College,37.7475,-89.0902,Carterville,23,2910,9450,1,www.jalc.edu,NULL,NULL,NULL,3500,3600,10500,32000,48100,0.596252129,0.604327666,0.547008547,0.588235294
The John Marshall Law School,41.878,-87.6286,Chicago,11,NULL,NULL,2,WWW.JMLS.EDU,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
John Wood Community College,39.9137,-91.3396,Quincy,41,3990,7290,1,www.jwcc.edu,NULL,NULL,NULL,9060.5,5600,12700,35000,46800,0.694690265,0.701461378,0.706535142,0.709245742
Joliet Junior College,41.5005,-88.181,Joliet,21,3330,9012,1,www.jjc.edu,NULL,NULL,NULL,8000,5100,12900,38000,55300,0.567524116,0.566037736,0.609856263,0.63656148
Judson University,42.059,-88.2897,Elgin,12,27530,27530,2,www.judsonu.edu,0.5,0.7226,0.7069,25000,11300,22400,45400,64700,0.859861592,0.887820513,0.8416,0.912162162
Kankakee Community College,41.0982,-87.8517,Kankakee,13,3510,14110,1,www.kcc.edu,NULL,NULL,NULL,9565.5,5000,11900,35200,50700,0.657407407,0.723463687,0.675,0.681818182
Kaskaskia College,38.5623,-89.1917,Centralia,41,3552,13088,1,www.kaskaskia.edu,NULL,NULL,NULL,6500,3300,10600,33700,48100,0.447674419,0.472,NULL,PrivacySuppressed
Kendall College,41.8988,-87.6489,Chicago,11,24396,24396,3,www.kendall.edu,0.3677,0.5652,0.8773,29167,12000,20800,43300,59900,0.769335142,0.740397351,0.745305164,0.847122302
Kishwaukee College,41.9388,-88.8797,Malta,41,3420,12330,1,www.kishwaukeecollege.edu,NULL,NULL,NULL,9000,4300,12900,38700,53100,0.509358289,0.524146054,0.629508197,0.625577812
Knox College,40.9418,-90.3703,Galesburg,33,38952,38952,2,www.knox.edu,0.7948,0.8806,0.7496,27000,6800,14700,38100,49000,0.892944039,0.895454545,0.933806147,0.927184466
Educators of Beauty College of Cosmetology-La Salle,41.3285,-89.0982,La Salle,32,NULL,NULL,3,www.educatorsofbeauty.com,NULL,NULL,NULL,12752,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.8,0.677419355,0.64
College of Lake County,42.3559,-88.0124,Grayslake,21,3136,9590,1,WWW.CLCILLINOIS.EDU,NULL,NULL,NULL,7600,5000,14100,40000,55500,0.616262482,0.634081902,0.72826087,0.715434084
Lake Forest College,42.2505,-87.8308,Lake Forest,21,39842,39842,2,www.lakeforest.edu,0.6376,0.8221,0.5727,27000,6800,18500,46000,62400,0.932926829,0.933209647,0.906318083,0.933054393
Lake Forest Graduate School of Management,42.2434,-87.8932,Lake Forest,21,NULL,NULL,2,www.LakeForestMBA.edu,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL
Lake Land College,39.4329,-88.3792,Mattoon,32,3234,12666,1,www.lakeland.cc.il.us,NULL,NULL,NULL,4500,5400,13600,36000,47900,0.639187575,0.676180022,0.675250358,0.700613497
Lakeview College of Nursing,40.1372,-87.6445,Danville,13,NULL,NULL,2,www.lakeviewcol.edu,NULL,NULL,NULL,18750,18900,44500,68500,82100,PrivacySuppressed,PrivacySuppressed,0.917197452,0.878571429
Lewis and Clark Community College,38.9524,-90.1956,Godfrey,41,3304,11788,1,www.lc.edu,NULL,NULL,NULL,4925,4000,11600,35200,49200,0.688092729,0.699534884,0.690607735,0.620547945
Lewis University,41.6054,-88.079,Romeoville,21,26780,26780,2,www.lewisu.edu,0.6246,0.8172,0.5587,25000,11900,23500,54000,69800,0.863799283,0.868658399,0.865814696,0.869302949
Lexington College,41.6969,-87.6814,Chicago,11,24875,24875,2,www.lexingtoncollege.edu,0.5,0.8571,0.8919,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.465116279
Lincoln Christian University,40.1489,-89.3458,Lincoln,32,16050,16050,2,www.lincolnchristian.edu,0.4667,0.6712,0.6875,24163,8500,16100,37400,54600,0.795640327,0.803069054,0.845070423,0.855297158
Lincoln College,40.1571,-89.3606,Lincoln,32,17500,17500,2,lincolncollege.edu,0.3676,0.425,0.8747,12000,5900,12900,33500,45500,0.627705628,0.599206349,0.631205674,0.696230599
Lincoln Land Community College,39.7212,-89.6112,Springfield,12,2640,7392,1,www.llcc.edu,NULL,NULL,NULL,9052.5,3800,12400,35200,49000,0.569230769,0.577247191,0.609057301,0.653930131
Lincoln College of Technology-Melrose Park,41.9065,-87.8313,Melrose Park,21,NULL,NULL,3,www.lincolnedu.com,NULL,NULL,NULL,11813,4300,11800,35300,47600,0.398734177,0.488564799,0.562947368,0.663126844
Loyola University Chicago,41.9992,-87.6574,Chicago,11,35573,35573,2,www.luc.edu,0.7101,0.8541,0.914,25751,12500,25300,55400,70300,0.883538634,0.900419287,0.901001768,0.904942966
Lutheran School of Theology at Chicago,41.7951,-87.5996,Chicago,11,NULL,NULL,2,www.lstc.edu/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trinity College of Nursing & Health Sciences,41.4856,-90.5709,Rock Island,13,NULL,NULL,2,www.trinitycollegeqc.edu,0.6667,NULL,0,20000,18400,30000,53000,65000,PrivacySuppressed,0.91025641,PrivacySuppressed,0.887096774
CET-Chicago,41.8698,-87.7091,Chicago,11,NULL,NULL,2,cetweb.org,NULL,NULL,NULL,5450,3300,9700,30700,43100,0.470683163,0.340693196,0.335650447,0.421272643
Mac Daniels Beauty School,41.9398,-87.657,Chicago,11,NULL,NULL,3,stevenpapageorgehairacademy.com,NULL,NULL,NULL,9500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.685714286,0.666666667,0.678571429,0.781818182
